Gene	Ensembl	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RP11-434H6.6	ENSG00000273173	0.3799760934	-2.1535122946	2.027599102	-1.062099649	0.2881904494	NA
RP11-11N7.4	ENSG00000273174	0.0228515022	1.4811237002	2.0573463796	0.7199194627	0.471574584	NA
RP11-368I23.4	ENSG00000273176	0	0	0	0	1	NA
RP11-335L23.4	ENSG00000273179	0.0186099591	-0.0638849601	2.0579015289	-0.0310437401	0.9752346569	NA
RP3-402G11.25	ENSG00000273186	0	0	0	0	1	NA
CTD-3148I10.15	ENSG00000273188	0	0	0	0	1	NA
CITF22-1A6.3	ENSG00000273189	0.161479985	0.8854556079	2.0268544522	0.4368619596	0.6622114611	NA
RP11-717A5.2	ENSG00000273192	0.1673845209	-1.5723932696	2.0337904643	-0.7731343505	0.4394428737	NA
AC006946.16	ENSG00000273199	0.3008441442	-0.0445443686	2.0195327061	-0.0220567701	0.9824026705	NA
CTC-432M15.3	ENSG00000273216	0.0120622984	0.2228033919	2.0621163413	0.1080459853	0.9139592147	NA
RP11-644N4.1	ENSG00000273218	0.2036541802	0.6548707188	2.0235957592	0.3236173607	0.7462277428	NA
OR5BQ1P	ENSG00000273226	0.1755931291	0.6143118592	2.0250182887	0.3033611413	0.7616146559	NA
RP11-370A5.2	ENSG00000273230	0.4242308883	1.2414021713	1.6887652311	0.7350945818	0.4622818939	NA
RP11-713D19.1	ENSG00000273232	0	0	0	0	1	NA
RP11-1263C18.1	ENSG00000273237	0	0	0	0	1	NA
RP11-455J20.3	ENSG00000273238	0	0	0	0	1	NA
KB-7G2.8	ENSG00000273243	0.2789333037	-0.2395966143	2.0204960504	-0.1185830649	0.9056056829	NA
OR7E39P	ENSG00000273249	0.0241747544	0.5132378127	2.0582503418	0.2493563598	0.803085139	NA
RP1-100J12.1	ENSG00000273253	0.2517744145	-1.1692296844	2.0255420112	-0.5772428702	0.5637754006	NA
OR5BP1P	ENSG00000273254	0.1208224078	-1.339818313	2.0365067918	-0.6579002429	0.5106022346	NA
RP11-18I14.11	ENSG00000273261	0.0084568	0.2617540736	2.0626596567	0.1269012426	0.8990185631	NA
RP11-338K13.1	ENSG00000273265	0	0	0	0	1	NA
CTA-384D8.34	ENSG00000273271	0.0362489387	-0.4888697131	2.0497490908	-0.2385022222	0.811491592	NA
CTA-268H5.14	ENSG00000273284	0.1995046581	-1.7107449608	2.0323412608	-0.8417606796	0.3999219254	NA
AP000350.5	ENSG00000273294	0	0	0	0	1	NA
RP11-38M8.1	ENSG00000273295	1.3758206969	-3.2838806191	1.959184022	-1.6761471011	0.0937093827	NA
CTB-13L3.1	ENSG00000273297	0	0	0	0	1	NA
RP11-496H1.2	ENSG00000273306	0.3067344895	-2.0070249578	2.0290910481	-0.9891251355	0.3226019211	NA
DGCR11	ENSG00000273308	0	0	0	0	1	NA
RP11-425A6.5	ENSG00000273311	0.3518241914	-0.0213346978	2.0182962308	-0.0105706474	0.9915660007	NA
RBAKDN	ENSG00000273312	0.9136204381	0.5544811548	1.2401003804	0.4471260259	0.6547840687	NA
RP11-138A9.2	ENSG00000273314	0.5137390989	3.3721392626	2.023151225	1.6667756819	0.0955590175	NA
RP1-90G24.11	ENSG00000273321	0	0	0	0	1	NA
RP11-141M3.6	ENSG00000273327	0	0	0	0	1	NA
MICE	ENSG00000273338	0.3151184065	-2.4700063363	1.8524400949	-1.3333798719	0.1824071744	NA
RP5-899E9.1	ENSG00000273340	0	0	0	0	1	NA
RP11-535A5.1	ENSG00000273345	0.0629198953	-0.876761359	2.0428187442	-0.4291919494	0.6677835413	NA
RP11-672L10.6	ENSG00000273353	0.2918739068	-0.4242148491	2.0205951695	-0.2099454931	0.8337102151	NA
LINC02019	ENSG00000273355	0.2234452163	-1.7893103892	2.0314870145	-0.8807884945	0.3784323082	NA
RP11-466F5.10	ENSG00000273363	0.3414289397	-0.4772466732	2.0261855918	-0.2355394664	0.8137900505	NA
RP11-376P6.3	ENSG00000273367	0	0	0	0	1	NA
RP11-268E23.2	ENSG00000273369	0.0235949607	-0.2151965624	2.0549520645	-0.1047209646	0.9165972261	NA
RP11-383I23.2	ENSG00000273373	0.2088713175	-0.6572869072	1.9622228613	-0.3349705684	0.7376472879	NA
RP4-539M6.22	ENSG00000273424	0	0	0	0	1	NA
RP5-1165K10.2	ENSG00000273428	0.6145643503	3.2491750496	2.0406414955	1.5922321764	0.1113325459	NA
RP1-170O19.22	ENSG00000273432	0	0	0	0	1	NA
AC006946.17	ENSG00000273437	0.5349136954	-2.38304975	2.0252677813	-1.1766590927	0.2393316016	NA
AC004067.5	ENSG00000273445	0	0	0	0	1	NA
RP11-166O4.6	ENSG00000273447	1.0306249149	4.0539251191	2.0304323405	1.9965822245	0.0458705854	NA
RP11-76P2.4	ENSG00000273449	0.2516795812	-1.8733691218	2.0305851101	-0.9225760164	0.356228199	NA
RP4-569M23.4	ENSG00000273450	0.1125256733	-0.0207919395	2.0308481855	-0.010238057	0.9918313551	NA
RP11-797D24.3	ENSG00000273451	0.0594470225	-0.8331180851	2.0435297856	-0.4076858047	0.6835043604	NA
RP13-1039J1.4	ENSG00000273466	0.0824877914	1.0753187824	2.0384568379	0.5275160908	0.5978352454	NA
LL09NC01-139C3.1	ENSG00000273472	0.1116597546	-1.2880360567	2.0371339434	-0.6322785308	0.5272048899	NA
RP11-108L7.14	ENSG00000273474	0.1117226081	-1.2907465337	2.0371019156	-0.633619027	0.5263294805	NA
RP11-126K1.9	ENSG00000273478	0.1161046479	-1.3051345065	2.0369329696	-0.6407351278	0.5216947872	NA
RP4-621B10.8	ENSG00000273486	0.0786498691	-1.0370841382	2.0403950851	-0.5082761401	0.6112597005	NA
AP000230.1	ENSG00000273489	0	0	0	0	1	NA
AC011841.1	ENSG00000273493	0.1673624157	2.8467483452	2.0442001236	1.3925976778	0.1637414856	NA
FOXD4L6	ENSG00000273513	0	0	0	0	1	NA
RP11-248G5.9	ENSG00000273521	0.0651348569	-0.8946368424	2.0425340639	-0.4380033891	0.6613838266	NA
Metazoa_SRP	ENSG00000273523	0.1069827391	-1.2428207001	2.0376777673	-0.6099201356	0.5419147134	NA
H19_1	ENSG00000273524	0	0	0	0	1	NA
DLEU1_2	ENSG00000273540	0	0	0	0	1	NA
SNORA44	ENSG00000273542	0.2662668052	-1.2809743633	1.9524910063	-0.656071838	0.5117779034	NA
RP11-527N12.2	ENSG00000273549	0.2087197083	2.2697753643	2.0348093192	1.11547325	0.2646476753	NA
RP11-244H18.3	ENSG00000273557	0	0	0	0	1	NA
CWC25	ENSG00000273558	0.0062291163	0.3363269057	2.0634601565	0.1629917131	0.8705249594	NA
Metazoa_SRP	ENSG00000273565	0	0	0	0	1	NA
RP11-609L3.2	ENSG00000273576	0.2639744912	-1.9045422461	2.0302246435	-0.9380943396	0.3481959305	NA
RP11-427G18.1	ENSG00000273588	0.1573683224	-0.7429039828	2.0289146457	-0.3661583223	0.7142469398	NA
PMS2P6	ENSG00000273597	0.0441161145	-0.6227014405	2.0472178729	-0.3041695995	0.7609986843	NA
CTD-2564P9.3	ENSG00000273599	0.8996296511	-2.7340564408	2.0219926654	-1.3521594255	0.1763243204	NA
RP11-271K11.6	ENSG00000273606	0.0931200034	-1.156119485	2.0387727098	-0.5670663922	0.5706690752	NA
ZNHIT3	ENSG00000273610	0.0827750596	2.3125856857	2.0497673405	1.1282186227	0.259227601	NA
RP5-908M14.9	ENSG00000273618	0.083647069	0.474208844	1.9784520057	0.239686807	0.8105730634	NA
RP11-756A22.7	ENSG00000273627	0.0257821403	-0.2656137568	2.0539547191	-0.1293182144	0.8971058594	NA
U7	ENSG00000273628	0.0535679912	1.5082820565	2.0492506371	0.7360163902	0.4617207232	NA
RP5-864K19.7	ENSG00000273634	0	0	0	0	1	NA
WBP1LP8	ENSG00000273639	0	0	0	0	1	NA
CTB-52I2.4	ENSG00000273650	0	0	0	0	1	NA
MIR6792	ENSG00000273654	0.7357859454	-1.1221425293	1.3274609896	-0.8453299481	0.3979266446	NA
RP11-2N1.3	ENSG00000273659	0.0611163062	1.4064393682	2.0469624588	0.6870860588	0.4920284989	NA
RP11-996F15.6	ENSG00000273679	0.0328584089	1.6889103146	2.055539388	0.8216385074	0.4112826665	NA
RP5-837J1.6	ENSG00000273682	0.2005926358	-1.704206179	2.0324144537	-0.8385131172	0.4017425839	NA
RP11-617F23.2	ENSG00000273687	0	0	0	0	1	NA
HIST1H2BM	ENSG00000273702	0.0062291163	0.3363269057	2.0634601565	0.1629917131	0.8705249594	NA
RP11-573C10.1	ENSG00000273703	0.7071219236	-0.066076409	1.8316958402	-0.036073898	0.9712234351	NA
U2	ENSG00000273706	0	0	0	0	1	NA
Metazoa_SRP	ENSG00000273709	0.1150036408	0.8152768476	1.748599386	0.4662456444	0.641039681	NA
RP11-347C12.12	ENSG00000273723	0.0338272002	-0.4462728488	2.0505554439	-0.2176351048	0.8277134304	NA
Metazoa_SRP	ENSG00000273724	0.0314599476	-0.4015420771	2.0514045085	-0.1957400773	0.844813614	NA
U1	ENSG00000273725	0.0093049796	0.2341343305	2.0622734608	0.1135321454	0.9096086795	NA
RNA5-8S5	ENSG00000273729	0.4184509539	-0.3062970443	1.8997069695	-0.1612338372	0.8719092315	NA
RP11-373F14.1	ENSG00000273730	0.139168646	2.6787186785	2.0459291827	1.3092919839	0.190435464	NA
LLfos-48D6.2	ENSG00000273733	0.0093049796	0.2341343305	2.0622734608	0.1135321454	0.9096086795	NA
MIR6870	ENSG00000273744	0.129660561	-1.3858581346	2.0359326032	-0.6806994163	0.4960617058	NA
CYFIP1	ENSG00000273748	0.5928662006	1.3987517585	1.5526449102	0.9008832279	0.3676504097	NA
CH17-360D5.3	ENSG00000273759	0.1494347513	-1.502658649	2.0345581124	-0.7385675739	0.4601696203	NA
RP11-370I10.11	ENSG00000273763	0	0	0	0	1	NA
LCA10	ENSG00000273768	0	0	0	0	1	NA
RP5-865E18.2	ENSG00000273771	0.0707531321	2.2033057109	2.0508194389	1.0743538261	0.282664129	NA
MIR6765	ENSG00000273777	0.0957287453	1.7119836338	2.042108798	0.8383410499	0.4018391872	NA
RP11-78J21.7	ENSG00000273783	0	0	0	0	1	NA
U3	ENSG00000273786	0.0926701085	-1.1423935046	2.0389525884	-0.5602844868	0.5752854071	NA
RP11-680G24.7	ENSG00000273802	0.5732980818	2.3060930922	1.9967176072	1.1549420329	0.2481141652	NA
RN7SL673P	ENSG00000273816	0.1970100668	1.633309775	2.0284090576	0.8052171572	0.4206943773	NA
USP27X	ENSG00000273819	0	0	0	0	1	NA
RP5-963E22.6	ENSG00000273820	0.7084620358	2.5827785141	2.0194472483	1.2789531968	0.2009135379	NA
RP11-81H14.1	ENSG00000273821	0	0	0	0	1	NA
CH17-164J11.1	ENSG00000273824	0.045545694	0.3951257453	2.0452872107	0.193188391	0.8468114302	NA
RP11-438D14.3	ENSG00000273851	0.0235949607	-0.2151965624	2.0549520645	-0.1047209646	0.9165972261	NA
RP11-174N3.4	ENSG00000273866	0.3846591008	0.8132425523	1.3111195481	0.6202657519	0.5350828389	NA
SLC25A15P4	ENSG00000273870	0.1069827391	-1.2428207001	2.0376777673	-0.6099201356	0.5419147134	NA
MIR6859-2	ENSG00000273872	0.0564219428	1.4681769259	2.0486278041	0.716663575	0.4735817064	NA
MIR6798	ENSG00000273897	0.0370522719	0.3739117889	2.0492907599	0.1824591201	0.8552224332	NA
CTD-2619J13.27	ENSG00000273900	0	0	0	0	1	NA
Hammerhead_HH10	ENSG00000273901	0	0	0	0	1	NA
RP11-384G23.1	ENSG00000273913	0.1506499467	-1.3106390944	1.5291390731	-0.8571091521	0.3913845637	NA
CTD-2536I1.3	ENSG00000273920	0	0	0	0	1	NA
Y_RNA	ENSG00000273925	0	0	0	0	1	NA
RP4-620E11.8	ENSG00000273950	0.0157299738	0.0074412811	2.0590289788	0.0036139759	0.9971164707	NA
CTB-31N19.5	ENSG00000273951	0.0352779592	-0.4721198913	2.0500631892	-0.2302952874	0.8178623223	NA
CTD-2306A12.1	ENSG00000273971	0.0176389796	-0.0407924921	2.0582622745	-0.019818899	0.9841878416	NA
FTX_2	ENSG00000273973	0.062407533	0.0462221596	2.0399426312	0.0226585586	0.9819226328	NA
GOLGA6L1	ENSG00000273975	0.0134244678	0.2228033919	2.0621163413	0.1080459853	0.9139592147	NA
CTB-118P15.3	ENSG00000273976	0.0456014696	0.8320370353	2.047440084	0.4063791863	0.6844640104	NA
RP13-49I15.6	ENSG00000273979	0.130811442	-1.4113880561	2.035622289	-0.6933447642	0.4880932171	NA
Metazoa_SRP	ENSG00000273983	0.056103145	-0.7934504543	2.0441962366	-0.3881478892	0.6979065942	NA
RBM17P2	ENSG00000273998	0.2128501532	3.0282984974	2.0425139761	1.482632938	0.138171961	NA
RN7SL2	ENSG00000274011	0	0	0	0	1	NA
CTD-2302E22.6	ENSG00000274012	0.5383089216	-1.3721458919	1.5491450612	-0.885743967	0.3757555102	NA
Metazoa_SRP	ENSG00000274015	0.8658218569	0.0516807339	1.9126169627	0.0270209534	0.9784430217	NA
RP13-210D15.8	ENSG00000274023	0.4008114519	-0.0236343085	1.9634061791	-0.0120374015	0.9903957751	NA
MIR3670-4	ENSG00000274024	0.0786077943	-1.0147655434	2.040715503	-0.4972596827	0.619005939	NA
RP11-413H22.3	ENSG00000274029	0.0723078304	-0.956554166	2.0415765593	-0.4685370047	0.6394006146	NA
AC006539.6	ENSG00000274031	0.0133728424	0.2228033919	2.0621163413	0.1080459853	0.9139592147	NA
LINC01660	ENSG00000274038	1.2612030649	0.0887010137	2.010227431	0.0441248648	0.9648048728	NA
Y_RNA	ENSG00000274044	0.0657008637	0.0906993153	1.9848405587	0.0456960207	0.9635525355	NA
OR7E156P	ENSG00000274051	0.6276785713	-1.3105437772	1.7463752047	-0.7504365463	0.4529918269	NA
U2	ENSG00000274060	0.0388610572	-0.5106304291	2.0493328013	-0.2491691095	0.803229973	NA
RP11-570L14.1	ENSG00000274062	0.0749743877	1.1413338075	1.9782473995	0.576941897	0.5639787065	NA
ABC12-47964100C23.1	ENSG00000274066	0.2323781003	-0.6087874254	1.9597469381	-0.3106459378	0.7560698004	NA
FMR1-AS1_2	ENSG00000274080	0.0235949607	-0.2151965624	2.0549520645	-0.1047209646	0.9165972261	NA
SNORD1C	ENSG00000274090	0.0821475598	-1.0448602886	2.0402846784	-0.5121149512	0.6085705612	NA
RP11-12A20.13	ENSG00000274099	0	0	0	0	1	NA
RP11-278C7.3	ENSG00000274104	0.0426024509	0.1282218735	2.0469695088	0.0626398552	0.9500532919	NA
MIR6777	ENSG00000274105	0.7787548615	2.0070769943	1.8129595477	1.1070721334	0.2682627426	NA
MIR6081	ENSG00000274114	0.9253511886	0.8602843905	1.4458382847	0.5950073391	0.5518385652	NA
uc_338	ENSG00000274124	0	0	0	0	1	NA
RP11-14C10.3	ENSG00000274135	0.2180449803	-0.4640627206	1.6756572365	-0.2769437033	0.7818233341	NA
RP11-407N8.6	ENSG00000274154	0.0279149387	-0.3114616183	2.0530784385	-0.1517046852	0.8794198617	NA
SNX18P1Y	ENSG00000274159	0	0	0	0	1	NA
RNA5SP439	ENSG00000274162	0.0314599476	-0.4015420771	2.0514045085	-0.1957400773	0.844813614	NA
AC133551.1	ENSG00000274173	0.0748550164	1.3410726475	2.0426614732	0.6565320123	0.5114818772	NA
RP11-158H5.8	ENSG00000274183	0	0	0	0	1	NA
FAM197Y4	ENSG00000274191	0.1074583615	0.2622924289	2.031434748	0.1291168368	0.8972651997	NA
ANTXRL	ENSG00000274206	0.4566073799	2.5357107759	1.7221253283	1.4724310329	0.1409045182	NA
U1	ENSG00000274209	0	0	0	0	1	NA
SOCS7	ENSG00000274210	0.0538158107	1.0824155679	2.0459317935	0.529057504	0.5967655598	NA
RP11-670E13.6	ENSG00000274212	0	0	0	0	1	NA
RP11-757O6.6	ENSG00000274213	0.0720284175	2.2207012959	2.0506575518	1.0829215702	0.2788432367	NA
Metazoa_SRP	ENSG00000274215	0	0	0	0	1	NA
RP1-267L14.6	ENSG00000274226	0.0465762992	0.0122746394	2.0450019977	0.0060022628	0.9952109159	NA
RNA5SP414	ENSG00000274227	0	0	0	0	1	NA
RP11-357P18.2	ENSG00000274244	0.0343761871	-0.4561643351	2.0503659699	-0.2224794704	0.8239406531	NA
XXbac-BPG294E21.9	ENSG00000274258	0.1166447563	-1.3211910713	2.0367445507	-0.6486778476	0.5165466258	NA
RP4-545L17.12	ENSG00000274267	0.4087303362	-0.440459137	2.0178331991	-0.2182832244	0.8272084443	NA
HIST1H2BE	ENSG00000274286	0	0	0	0	1	NA
RP11-347I19.7	ENSG00000274290	0.1358966942	-0.5988917573	2.0300378835	-0.2950150646	0.7679823717	NA
pRNA	ENSG00000274292	0.4935661902	1.9097353873	2.0196676606	0.9455691273	0.344368397	NA
RP11-114G11.3	ENSG00000274297	0	0	0	0	1	NA
7SK	ENSG00000274300	0	0	0	0	1	NA
MIR5088	ENSG00000274303	0	0	0	0	1	NA
SNORA71E	ENSG00000274308	0.1179748037	-1.3327866408	2.0365961707	-0.654418711	0.5128420829	NA
RP11-167B3.2	ENSG00000274310	0	0	0	0	1	NA
RPSAP73	ENSG00000274317	0	0	0	0	1	NA
RP11-239C9.1	ENSG00000274326	0	0	0	0	1	NA
RP11-435J9.2	ENSG00000274333	0.7367088692	1.0283524023	2.0138289871	0.5106453472	0.6095994164	NA
TTC28-AS1_3	ENSG00000274341	0.1010701956	2.4545489927	2.0483659166	1.1982961505	0.2308017447	NA
RN7SL853P	ENSG00000274349	0.0118250085	1.149172673	2.0603282944	0.5577619237	0.5770069664	NA
Metazoa_SRP	ENSG00000274356	0.3052266979	-2.0058211821	2.0291039197	-0.9885256061	0.3228953002	NA
RP11-507A3.1	ENSG00000274364	0.0084568	0.2617540736	2.0626596567	0.1269012426	0.8990185631	NA
AC144831.3	ENSG00000274369	0.0805588749	-1.053585248	2.0401615587	-0.5164224586	0.6055593834	NA
RP13-714J12.1	ENSG00000274372	0.7157320826	3.9053975079	2.0328770301	1.9211184198	0.0547167799	NA
RP11-178C3.8	ENSG00000274376	0	0	0	0	1	NA
LL22NC03-84E4.13	ENSG00000274380	0.0372199182	-0.5051927824	2.0494398325	-0.2465028611	0.8052929899	NA
U6	ENSG00000274383	1.1336117418	0.5994509654	1.5468517823	0.387529673	0.6983641219	NA
RP11-554D14.8	ENSG00000274391	0.3162853349	1.3893156136	1.885948473	0.7366667931	0.4613250055	NA
RP11-433J22.2	ENSG00000274414	0.5361550664	1.2114996624	2.016186274	0.6008867722	0.5479154041	NA
uc_338	ENSG00000274419	0.2897298965	0.1056961154	1.8289605906	0.057790264	0.9539156934	NA
LL22NC03-2H8.5	ENSG00000274421	0.060311492	-0.8254967411	2.0436563309	-0.4039312915	0.6862632451	NA
RN7SL196P	ENSG00000274423	0.3137015009	2.0810807312	1.8009537875	1.1555436601	0.2478678643	NA
RP11-972P1.10	ENSG00000274425	0.1637512919	-0.5072150071	2.027323111	-0.2501895255	0.8024407852	NA
U1	ENSG00000274427	0.2374975363	-1.4581960637	2.0281283199	-0.7189860964	0.4721494864	NA
JPX_1	ENSG00000274428	0.0343761871	-0.4561643351	2.0503659699	-0.2224794704	0.8239406531	NA
CTD-2282P23.2	ENSG00000274432	0.0894433544	1.8309173232	2.0451790415	0.8952357158	0.3706610961	NA
C8orf89	ENSG00000274441	0.9682572292	-0.2186661669	1.9691817099	-0.1110441793	0.9115813133	NA
CTD-2012B7.1	ENSG00000274452	0.1278316875	2.1724014579	2.0211987733	1.074808419	0.2824605104	NA
AC000041.10	ENSG00000274455	0.0063509977	0.9637198952	2.0620995765	0.4673488643	0.6402503015	NA
RP11-323P17.2	ENSG00000274460	1.2093474241	-3.1987429202	1.9588179637	-1.6329965211	0.1024697283	NA
MIR1273H	ENSG00000274461	0	0	0	0	1	NA
Y_RNA	ENSG00000274471	1.1839353373	2.2685798415	2.0133386269	1.1267751044	0.2598375789	NA
RP11-58A18.2	ENSG00000274475	0.4097095669	2.1709829882	2.0511253568	1.0584350591	0.2898571429	NA
MRPS17P5	ENSG00000274492	0.0504795944	0.0978365187	2.0433580685	0.0478802615	0.9618116704	NA
MESTIT1_3	ENSG00000274499	0.0387412478	1.2102517813	2.0520262155	0.5897837816	0.5553356173	NA
CTD-2026K11.5	ENSG00000274514	0	0	0	0	1	NA
Six3os1_1	ENSG00000274516	1.0434108225	1.4035189829	1.5523520605	0.9041241473	0.3659295755	NA
SEBOX	ENSG00000274528	0.1314974631	1.576669724	1.9543803842	0.8067363634	0.4198183892	NA
RP11-483E23.10	ENSG00000274529	0.0235949607	-0.2151965624	2.0549520645	-0.1047209646	0.9165972261	NA
CH507-42P11.1	ENSG00000274554	0	0	0	0	1	NA
RP11-404F10.5	ENSG00000274561	0	0	0	0	1	NA
CTD-3035K23.7	ENSG00000274562	0	0	0	0	1	NA
ZYXP1	ENSG00000274570	0.7555955861	-3.0684428898	1.6590682714	-1.8494976625	0.064385985	NA
IGHV2-70	ENSG00000274572	0.0905299339	0.1567113826	2.0339172088	0.077049047	0.9385845271	NA
RP11-819M15.2	ENSG00000274583	0.0629198953	-0.876761359	2.0428187442	-0.4291919494	0.6677835413	NA
DGKK	ENSG00000274585	0.1272570726	1.7616762232	2.0248359689	0.8700340424	0.3842818007	NA
RP11-474P2.5	ENSG00000274589	0	0	0	0	1	NA
RP11-43P8.2	ENSG00000274591	0.0553499492	0.7297787562	2.0430182566	0.3572061845	0.7209374564	NA
RP11-423G4.10	ENSG00000274594	0	0	0	0	1	NA
DUX4L24	ENSG00000274598	0	0	0	0	1	NA
WI2-88277B6.1	ENSG00000274600	0	0	0	0	1	NA
RP11-12G12.7	ENSG00000274603	0.1058338776	-1.2501328325	2.0375885875	-0.6135354508	0.5395223496	NA
CTC-260E6.12	ENSG00000274611	0.023650017	1.4778686617	2.0573755956	0.718327108	0.4725556195	NA
RP11-17E4.1	ENSG00000274612	0.0314599476	-0.4015420771	2.0514045085	-0.1957400773	0.844813614	NA
RFPL3-AS1_1	ENSG00000274615	0.964642951	0.2421575031	1.5792543248	0.1533366091	0.8781328321	NA
MIR378J	ENSG00000274618	0.3642964658	-2.2461197989	1.9886951966	-1.1294439705	0.2587105929	NA
MIR6867	ENSG00000274620	0.0304686695	1.6454555532	2.0559299536	0.800346116	0.4235102912	NA
RP11-229E13.4	ENSG00000274629	0.0372502371	-0.4813203814	2.0498901848	-0.234803008	0.814361633	NA
CH17-472G23.1	ENSG00000274641	0.147746237	-1.1917983534	2.0205219372	-0.5898467774	0.5552933786	NA
DLEU2_6	ENSG00000274642	0.0133728424	0.2228033919	2.0621163413	0.1080459853	0.9139592147	NA
CTD-2311B13.10	ENSG00000274647	0.1646096467	-1.5694734027	2.0338218489	-0.7716867648	0.4402999715	NA
RP11-347C12.11	ENSG00000274652	0.0182920087	-0.0922014872	2.0574159122	-0.0448142189	0.9642553914	NA
CTD-3247H4.2	ENSG00000274653	0.0827750596	2.3125856857	2.0497673405	1.1282186227	0.259227601	NA
RP11-986G18.2	ENSG00000274658	0.1093517437	-0.5097479328	2.0327370211	-0.2507692473	0.8019925191	NA
RP11-505K9.5	ENSG00000274670	0	0	0	0	1	NA
RP11-2C24.7	ENSG00000274677	0.149439774	-1.4926879415	2.0346710198	-0.7336261867	0.4631765965	NA
MYO5BP1	ENSG00000274678	0.0144554365	1.2214508128	2.0596319175	0.5930432532	0.5531522059	NA
RP11-71L14.4	ENSG00000274697	0.0347512907	-0.442613107	2.0506258929	-0.2158429329	0.8291101814	NA
Metazoa_SRP	ENSG00000274698	0	0	0	0	1	NA
RP11-393M18.5	ENSG00000274701	0.1585406318	-1.5441300963	2.0340969981	-0.7591231381	0.4477788992	NA
MIR7974	ENSG00000274712	1.1230583314	-0.584909519	1.706447135	-0.3427645117	0.7317756259	NA
U4	ENSG00000274713	0.0786077943	-1.0147655434	2.040715503	-0.4972596827	0.619005939	NA
SPRY4-IT1_2	ENSG00000274719	0	0	0	0	1	NA
HIST1H3E	ENSG00000274749	0.0393249346	-0.5512343096	2.0485466978	-0.2690855474	0.7878638519	NA
TRBV12-3	ENSG00000274751	0.0303539811	0.41579053	2.0520741878	0.2026196384	0.8394323391	NA
RP11-139H15.7	ENSG00000274764	0.1255695957	-1.3769873048	2.0360417661	-0.6763060207	0.498846371	NA
MIR6128	ENSG00000274769	0	0	0	0	1	NA
RP1-274L7.4	ENSG00000274772	0.1627301837	-0.1679540001	1.8958762119	-0.0885891173	0.9294084572	NA
AC004792.1	ENSG00000274776	0.0808493076	2.2655066666	2.0502248625	1.1050039964	0.2691578574	NA
MIR6078	ENSG00000274808	1.1460456043	0.6533848879	1.7147180366	0.3810450896	0.7031697912	NA
RMST_7	ENSG00000274818	0.0598919169	-0.1920185405	2.0407817191	-0.0940906804	0.9250371235	NA
LINC01297	ENSG00000274825	0.8930265389	0.2562206948	1.2114833957	0.2114933607	0.8325023125	NA
Metazoa_SRP	ENSG00000274840	1.0862426243	-3.3790759113	1.8903039262	-1.7875833957	0.0738432463	NA
RP11-49I11.4	ENSG00000274848	0.2128926761	1.6810182972	1.9523728767	0.8610129332	0.38923092	NA
RN7SL422P	ENSG00000274849	0	0	0	0	1	NA
U2	ENSG00000274860	0.1201120927	-0.2222018585	1.9706857318	-0.1127535735	0.9102259265	NA
RP11-97N19.3	ENSG00000274862	0.1515575794	1.8692264497	1.8026156246	1.0369523176	0.2997580798	NA
RP11-15E1.5	ENSG00000274892	0.0134244678	0.2228033919	2.0621163413	0.1080459853	0.9139592147	NA
RP11-478J18.2	ENSG00000274893	0	0	0	0	1	NA
AC001226.7	ENSG00000274897	0.0228515022	1.4811237002	2.0573463796	0.7199194627	0.471574584	NA
RP11-54G14.1	ENSG00000274917	0.0366709149	1.7258576284	2.0551882126	0.8397564845	0.4010449366	NA
GS1-214D18.3	ENSG00000274922	0.0338272002	-0.4462728488	2.0505554439	-0.2176351048	0.8277134304	NA
KRT89P	ENSG00000274927	0.0637504907	1.3920102341	2.0461791932	0.6802973262	0.4963162172	NA
RP11-1030E3.2	ENSG00000274929	0	0	0	0	1	NA
SMAD5-AS1_4	ENSG00000274933	0.9884446867	-3.0640682799	1.6067766115	-1.9069659454	0.0565249975	NA
UG0898H09	ENSG00000274954	0.0827750596	2.3125856857	2.0497673405	1.1282186227	0.259227601	NA
SPDYE13P	ENSG00000274956	0.0760987694	-1.0907431676	1.9696465499	-0.5537760912	0.5797320928	NA
RP11-817I4.1	ENSG00000274963	0.077346421	-1.0219356268	2.0406119858	-0.5007986006	0.6165128706	NA
MIR6771	ENSG00000274967	0.3598657359	-0.5972769303	2.0192306204	-0.2957943111	0.7673871678	NA
RP11-118M12.2	ENSG00000274976	0.3650104273	2.1690269405	2.0243397968	1.0714737436	0.2839564704	NA
RP11-295I5.3	ENSG00000274986	0.1411712747	-0.9632654316	2.0229458098	-0.4761696665	0.633953508	NA
MIR6876	ENSG00000274987	0.0148231631	0.0324594218	2.0594084162	0.0157615272	0.9874246415	NA
